Service_Type,Department,Current_Queue,Available_Staff,Emergency_Cases,Previous_Average_Wait,Day,Hour,Waiting_Time
Hospital,Emergency,42,5,15,18,Tuesday,10,38
Bank,Customer Service,31,5,6,52,Thursday,14,54
Hospital,Customer Service,106,2,0,37,Friday,16,73
Hospital,Loan Department,42,4,11,22,Wednesday,13,54
Bank,Cardiology,39,3,7,58,Saturday,17,40
Government Office,Cardiology,21,9,10,17,Wednesday,11,17
Government Office,Customer Service,24,9,9,49,Friday,16,44
Bank,Cardiology,84,12,20,34,Tuesday,11,67
Government Office,Emergency,7,2,5,47,Monday,18,25
Hospital,Loan Department,49,5,17,36,Tuesday,18,46
Bank,Customer Service,115,4,19,56,Wednesday,9,100
Bank,General,17,10,15,29,Thursday,19,29
Government Office,Cardiology,33,14,5,24,Thursday,17,5
Hospital,Cardiology,35,8,11,40,Friday,15,51
Government Office,Customer Service,10,7,20,35,Saturday,17,34
Hospital,Loan Department,5,13,21,54,Friday,12,46
Hospital,General,67,9,2,34,Friday,14,30
Hospital,Cardiology,71,5,24,35,Thursday,11,72
Bank,Cardiology,76,10,1,32,Thursday,18,29
Hospital,Cardiology,43,5,6,25,Tuesday,9,27
Bank,Customer Service,42,8,0,15,Friday,19,6
Government Office,Loan Department,71,10,14,45,Thursday,8,65
Government Office,General,27,12,21,12,Friday,20,37
Bank,Emergency,10,1,17,42,Thursday,11,49
Government Office,Loan Department,85,9,21,11,Tuesday,18,67
Hospital,Cardiology,52,12,11,9,Tuesday,19,27
Hospital,Customer Service,82,6,6,59,Saturday,12,59
Government Office,General,49,9,15,40,Tuesday,13,58
Bank,Customer Service,113,13,18,16,Monday,9,64
Government Office,Cardiology,23,8,5,8,Tuesday,15,27
Bank,Loan Department,99,14,12,25,Saturday,14,61
Hospital,Emergency,51,4,20,21,Monday,17,54
Government Office,Emergency,92,6,24,39,Thursday,14,108
Bank,Emergency,5,1,2,23,Monday,18,8
Bank,Cardiology,56,6,11,44,Wednesday,12,62
Government Office,General,97,14,13,11,Thursday,8,44
Bank,Customer Service,25,4,21,44,Saturday,13,82
Hospital,Cardiology,79,10,14,31,Monday,9,47
Hospital,Cardiology,6,6,13,6,Saturday,17,16
Bank,Customer Service,113,1,9,58,Friday,17,88
Bank,Emergency,100,1,23,18,Friday,19,94
Bank,Cardiology,53,1,13,8,Saturday,20,41
Hospital,Customer Service,98,9,16,7,Tuesday,16,76
Hospital,Cardiology,91,3,16,37,Saturday,9,71
Government Office,General,40,1,6,38,Wednesday,10,33
Hospital,Emergency,95,12,7,17,Monday,14,45
Hospital,Customer Service,18,11,5,20,Tuesday,17,5
Government Office,Loan Department,80,2,17,50,Monday,20,77
Bank,Cardiology,58,2,2,33,Friday,9,45
Bank,Cardiology,60,1,14,56,Saturday,8,77
Bank,Customer Service,90,7,9,33,Saturday,17,63
Government Office,General,56,2,14,27,Saturday,13,73
Government Office,General,119,11,12,16,Monday,17,58
Bank,Customer Service,110,5,11,11,Tuesday,10,61
Government Office,General,6,9,9,42,Tuesday,16,30
Bank,General,105,3,4,44,Wednesday,11,57
Government Office,Emergency,114,8,21,35,Friday,15,98
Bank,General,15,10,22,34,Thursday,19,33
Bank,Loan Department,96,8,23,19,Monday,16,85
Government Office,Customer Service,26,13,1,46,Friday,9,5
Government Office,Loan Department,51,10,18,58,Saturday,11,63
Bank,Emergency,79,6,1,25,Monday,15,53
Government Office,Customer Service,17,6,24,58,Wednesday,18,54
Government Office,Loan Department,10,4,11,44,Thursday,12,43
Hospital,Emergency,54,12,10,56,Tuesday,16,49
Government Office,Emergency,35,1,22,54,Friday,16,92
Bank,Emergency,67,1,9,12,Monday,14,77
Bank,Cardiology,82,8,18,5,Saturday,10,58
Bank,General,28,4,23,34,Tuesday,16,75
Hospital,Cardiology,110,5,10,42,Wednesday,20,76
Hospital,Loan Department,107,3,6,50,Wednesday,11,78
Government Office,Emergency,5,2,17,40,Monday,18,33
Hospital,Loan Department,101,4,1,8,Thursday,20,46
Hospital,Customer Service,89,7,19,57,Saturday,8,79
Bank,Loan Department,71,7,14,11,Tuesday,9,31
Bank,Emergency,29,9,20,14,Saturday,14,47
Government Office,Cardiology,55,3,14,58,Saturday,18,59
Bank,Loan Department,107,9,0,39,Friday,14,66
Hospital,Customer Service,108,2,23,28,Tuesday,16,112
Government Office,Customer Service,29,4,5,29,Wednesday,20,21
Hospital,Customer Service,36,11,4,48,Saturday,18,17
Hospital,Emergency,20,3,10,15,Monday,16,37
Government Office,Loan Department,102,4,4,27,Wednesday,17,57
Bank,Emergency,92,8,20,33,Tuesday,19,67
Hospital,Emergency,27,1,7,46,Thursday,10,42
Government Office,Emergency,67,14,23,15,Tuesday,17,48
Government Office,Emergency,97,5,15,56,Wednesday,10,76
Hospital,Loan Department,85,4,21,15,Wednesday,14,83
Bank,Emergency,29,11,23,6,Saturday,19,30
Hospital,Loan Department,15,7,18,32,Tuesday,12,47
Bank,General,89,10,21,10,Tuesday,14,82
Hospital,General,108,9,1,47,Tuesday,11,56
Hospital,General,24,6,6,8,Saturday,19,27
Hospital,Customer Service,69,8,11,23,Monday,15,56
Government Office,General,66,10,7,47,Tuesday,12,55
Government Office,Customer Service,52,7,7,56,Monday,15,55
Bank,General,42,3,7,33,Thursday,15,48
Bank,General,53,10,2,54,Thursday,11,28
Hospital,Emergency,16,5,15,18,Wednesday,15,43
Government Office,Customer Service,5,1,21,19,Monday,11,51
Government Office,Loan Department,88,3,13,13,Friday,11,54
Hospital,Customer Service,49,1,16,54,Friday,18,75
Government Office,General,99,9,5,56,Wednesday,12,74
Bank,Customer Service,63,13,20,41,Saturday,8,52
Bank,Emergency,52,8,11,17,Friday,12,45
Hospital,Cardiology,93,3,8,33,Saturday,15,63
Bank,Cardiology,44,3,17,51,Wednesday,18,67
Bank,Customer Service,24,5,17,44,Friday,9,47
Hospital,Cardiology,23,7,16,33,Monday,8,44
Bank,Emergency,74,11,5,35,Thursday,14,47
Government Office,Cardiology,108,14,23,58,Tuesday,16,97
Government Office,Customer Service,29,7,17,24,Monday,11,40
Bank,General,22,10,7,37,Friday,12,21
Hospital,Customer Service,67,5,7,11,Tuesday,8,29
Hospital,General,54,12,7,44,Monday,16,39
Hospital,Customer Service,89,13,8,49,Monday,12,59
Government Office,Cardiology,45,8,23,20,Saturday,20,49
Bank,Emergency,17,5,22,42,Friday,15,65
Government Office,Cardiology,21,1,16,7,Friday,12,59
Government Office,Emergency,89,13,12,50,Friday,13,65
Government Office,Emergency,73,14,17,8,Monday,14,55
Bank,Cardiology,113,4,2,12,Thursday,11,50
Bank,Cardiology,44,9,16,51,Friday,11,45
Government Office,Emergency,42,1,17,16,Thursday,18,46
Government Office,General,95,1,14,51,Thursday,13,101
Bank,Emergency,71,12,6,41,Saturday,20,46
Government Office,Loan Department,35,10,0,37,Monday,19,11
Bank,Loan Department,93,7,12,55,Saturday,20,61
Hospital,Customer Service,58,3,3,32,Tuesday,19,40
Bank,Loan Department,103,4,16,57,Wednesday,19,78
Government Office,General,54,4,9,22,Tuesday,19,49
Hospital,Loan Department,99,9,5,58,Wednesday,20,59
Bank,Emergency,89,6,10,53,Saturday,14,70
Hospital,General,89,5,23,31,Thursday,19,89
Bank,Emergency,81,2,6,59,Tuesday,18,58
Bank,Customer Service,104,14,22,37,Tuesday,13,83
Government Office,Cardiology,7,13,3,5,Friday,11,5
Hospital,Emergency,97,9,6,17,Tuesday,18,47
Government Office,Emergency,6,1,17,11,Friday,13,46
Government Office,Customer Service,47,11,8,32,Monday,19,31
Bank,Emergency,43,1,10,6,Saturday,11,35
Hospital,Emergency,111,5,6,33,Monday,16,73
Bank,Emergency,28,9,4,42,Wednesday,8,18
Bank,Customer Service,24,2,14,46,Friday,15,55
Hospital,Customer Service,70,5,14,10,Saturday,15,71
Bank,Cardiology,47,3,8,39,Thursday,18,46
Government Office,Cardiology,47,14,1,43,Friday,10,7
Government Office,Loan Department,42,1,2,40,Tuesday,9,35
Government Office,Cardiology,39,13,21,47,Saturday,20,35
Bank,Loan Department,34,10,6,53,Thursday,15,36
Government Office,General,75,11,23,23,Wednesday,19,68
Government Office,Customer Service,119,11,5,14,Saturday,11,47
Government Office,Cardiology,99,9,1,14,Saturday,20,33
Government Office,Emergency,102,7,17,21,Thursday,11,75
Government Office,Emergency,57,2,7,32,Tuesday,18,41
Bank,Loan Department,103,5,13,48,Monday,13,94
Bank,Loan Department,49,13,16,28,Wednesday,20,39
Government Office,Loan Department,102,4,19,57,Monday,19,84
Hospital,Loan Department,103,1,5,21,Friday,19,63
Government Office,Loan Department,43,2,18,6,Thursday,14,64
Bank,Customer Service,33,13,23,28,Tuesday,13,52
Hospital,Loan Department,31,8,8,18,Friday,16,39
Government Office,Customer Service,93,11,11,26,Wednesday,20,44
Government Office,Cardiology,87,13,6,49,Tuesday,17,37
Hospital,General,74,3,5,32,Monday,17,48
Bank,Customer Service,81,1,7,41,Saturday,16,71
Hospital,Cardiology,21,9,12,17,Saturday,11,21
Bank,Emergency,82,9,6,28,Saturday,17,37
Bank,General,104,10,9,51,Friday,8,70
Government Office,Cardiology,11,12,19,42,Tuesday,12,50
Government Office,General,71,10,20,30,Thursday,13,74
Hospital,Cardiology,55,5,22,58,Monday,20,83
Government Office,Cardiology,5,5,20,32,Friday,9,37
Bank,Cardiology,87,1,19,56,Friday,13,107
Hospital,Customer Service,102,14,7,10,Wednesday,17,29
Hospital,Loan Department,48,11,18,28,Thursday,8,44
Bank,Customer Service,36,3,12,52,Wednesday,11,46
Bank,Customer Service,6,4,24,8,Saturday,11,40
Government Office,Loan Department,100,1,0,37,Saturday,19,59
Bank,Customer Service,36,6,24,21,Wednesday,13,67
Hospital,Loan Department,113,8,23,16,Tuesday,17,79
Government Office,Cardiology,89,10,19,32,Saturday,20,59
Bank,Emergency,77,5,17,38,Thursday,8,69
Bank,Customer Service,118,7,15,33,Wednesday,12,86
Government Office,Customer Service,86,11,21,12,Monday,8,63
Bank,Customer Service,19,3,22,57,Saturday,18,57
Government Office,Customer Service,89,12,12,38,Friday,20,52
Hospital,Customer Service,44,6,20,32,Thursday,12,64
Government Office,Customer Service,27,8,18,57,Thursday,10,48
Bank,Customer Service,24,12,19,32,Tuesday,19,16
Hospital,Loan Department,76,3,20,52,Wednesday,20,84
Government Office,General,45,9,1,13,Tuesday,11,15
Government Office,Loan Department,86,11,12,42,Tuesday,16,74
Government Office,Emergency,19,9,5,15,Friday,14,23
Government Office,Customer Service,98,4,16,40,Monday,18,81
Bank,Cardiology,18,2,17,41,Wednesday,10,52
Bank,Emergency,49,8,23,50,Thursday,20,59
Government Office,Customer Service,78,7,4,54,Thursday,13,66
Bank,General,18,12,1,32,Saturday,15,14
Hospital,General,33,4,6,8,Friday,10,16
Bank,Emergency,21,1,19,18,Monday,16,65
Bank,Emergency,49,5,16,51,Tuesday,11,54
Hospital,Cardiology,47,4,19,15,Saturday,9,51
Government Office,Emergency,101,6,3,31,Tuesday,8,44
Hospital,Customer Service,37,9,11,47,Thursday,11,40
Bank,General,71,14,14,37,Tuesday,8,45
Hospital,Customer Service,90,1,14,39,Monday,17,79
Hospital,Emergency,76,8,13,22,Thursday,18,51
Bank,Cardiology,98,1,1,48,Saturday,14,71
Government Office,Cardiology,75,6,5,26,Saturday,12,60
Government Office,Customer Service,105,10,6,7,Saturday,15,56
Government Office,General,71,1,0,23,Thursday,13,59
Bank,Loan Department,66,2,24,35,Thursday,11,83
Hospital,Cardiology,56,5,19,45,Saturday,10,64
Bank,General,43,13,3,36,Saturday,18,16
Bank,Emergency,85,8,13,32,Monday,18,56
Hospital,General,51,6,20,29,Thursday,20,55
Government Office,Loan Department,109,2,4,47,Wednesday,20,78
Bank,Loan Department,85,7,19,25,Monday,9,67
Hospital,Emergency,56,8,18,16,Wednesday,15,59
Bank,General,15,5,2,48,Tuesday,19,22
Government Office,General,35,12,7,29,Thursday,10,10
Government Office,Loan Department,48,2,2,16,Thursday,20,22
Hospital,Customer Service,70,14,13,8,Tuesday,14,39
Government Office,Loan Department,115,5,23,53,Wednesday,8,109
Government Office,Loan Department,102,5,17,33,Friday,18,88
Government Office,Emergency,52,4,22,46,Saturday,12,77
Bank,Cardiology,52,14,6,16,Thursday,11,14
Bank,Cardiology,85,9,7,27,Tuesday,10,41
Bank,Emergency,119,13,13,7,Tuesday,17,56
Government Office,Customer Service,94,13,13,35,Thursday,11,53
Government Office,Cardiology,50,8,10,46,Wednesday,16,57
Hospital,Emergency,104,4,11,54,Thursday,9,78
Hospital,Cardiology,35,1,21,17,Wednesday,14,64
Government Office,Customer Service,7,13,2,19,Thursday,20,5
Bank,Cardiology,113,13,14,55,Wednesday,11,64
Hospital,Emergency,100,3,19,6,Friday,14,85
Hospital,Cardiology,52,10,16,34,Tuesday,8,44
Bank,General,118,3,13,57,Tuesday,10,89
Bank,Cardiology,85,11,5,55,Thursday,18,48
Bank,General,107,6,10,11,Monday,20,55
Bank,Loan Department,119,7,14,50,Friday,10,85
Hospital,Customer Service,103,11,20,24,Saturday,20,70
Hospital,Customer Service,67,3,19,51,Thursday,10,77
Hospital,General,26,14,6,37,Friday,20,5
Hospital,General,69,10,13,34,Tuesday,8,48
Government Office,Customer Service,96,5,0,30,Monday,13,64
Hospital,General,29,13,8,35,Monday,19,10
Hospital,Loan Department,71,1,18,38,Friday,13,92
Government Office,Customer Service,89,14,9,57,Monday,12,61
Bank,General,97,8,7,43,Tuesday,14,73
Hospital,Customer Service,117,6,8,55,Wednesday,9,82
Government Office,Emergency,45,14,24,43,Monday,12,67
Bank,Loan Department,56,1,3,58,Friday,9,53
Government Office,Loan Department,9,9,1,38,Thursday,13,17
Bank,Loan Department,88,12,20,23,Wednesday,8,60
Bank,Cardiology,34,5,9,10,Wednesday,10,20
Bank,Cardiology,5,2,18,58,Saturday,19,50
Bank,Customer Service,40,9,5,48,Wednesday,11,22
Government Office,Emergency,45,6,23,49,Saturday,10,62
Hospital,Cardiology,101,2,21,39,Monday,20,94
Government Office,General,10,5,16,35,Tuesday,16,52
Bank,Customer Service,63,1,6,58,Monday,8,61
Hospital,Emergency,111,14,12,31,Thursday,11,58
Hospital,General,31,8,20,56,Friday,15,68
Hospital,Cardiology,61,9,10,35,Thursday,10,46
Bank,Cardiology,46,14,15,31,Thursday,18,30
Bank,Loan Department,80,11,23,21,Saturday,9,64
Hospital,General,89,14,9,24,Thursday,11,45
Government Office,Customer Service,6,12,9,12,Tuesday,9,5
Hospital,Customer Service,14,11,13,30,Monday,10,10
Government Office,Emergency,8,7,10,28,Wednesday,17,15
Hospital,Customer Service,90,3,4,6,Wednesday,13,72
Hospital,Loan Department,47,6,8,40,Thursday,11,35
Government Office,Loan Department,66,6,8,30,Tuesday,18,27
Hospital,Emergency,18,7,13,13,Thursday,11,24
Bank,Cardiology,30,1,14,46,Monday,16,72
Bank,Cardiology,114,3,24,25,Saturday,20,99
Government Office,Emergency,58,1,0,49,Monday,19,44
Hospital,Emergency,15,8,13,49,Saturday,15,46
Bank,Loan Department,17,11,8,21,Wednesday,14,24
Government Office,General,33,5,19,24,Thursday,19,50
Hospital,Customer Service,28,11,6,37,Monday,15,32
Government Office,Emergency,98,5,18,55,Thursday,18,78
Bank,Loan Department,38,7,12,24,Thursday,11,33
Bank,Customer Service,90,9,15,44,Tuesday,9,63
Bank,Emergency,54,4,23,47,Tuesday,15,88
Hospital,General,59,2,14,37,Friday,13,71
Hospital,General,64,3,3,17,Saturday,13,58
Hospital,Customer Service,75,10,7,28,Friday,9,30
Government Office,Loan Department,9,14,21,26,Wednesday,9,22
Government Office,Customer Service,109,10,22,53,Monday,13,99
Hospital,General,82,4,1,39,Friday,8,48
Bank,Loan Department,87,13,17,19,Saturday,19,53
Bank,Customer Service,65,1,24,30,Wednesday,20,87
Government Office,Emergency,83,10,5,49,Thursday,11,42
Hospital,Loan Department,69,6,10,50,Wednesday,14,72
Hospital,General,95,10,12,11,Tuesday,10,58
Government Office,Emergency,114,3,18,27,Monday,15,103
Hospital,Emergency,50,6,14,17,Thursday,16,61
Hospital,Emergency,15,10,0,43,Monday,14,18
Bank,Emergency,41,7,23,49,Saturday,20,62
Bank,Loan Department,54,11,16,11,Tuesday,19,36
Government Office,Emergency,55,2,2,50,Wednesday,10,44
Hospital,Cardiology,93,4,21,53,Tuesday,13,105
Government Office,Cardiology,45,4,6,40,Saturday,10,40
Bank,Cardiology,91,2,9,10,Monday,18,51
Bank,Cardiology,37,7,23,30,Saturday,11,59
Hospital,General,14,5,23,15,Thursday,9,48
Government Office,Emergency,83,5,12,18,Friday,13,74
Bank,General,89,12,19,37,Thursday,18,55
Government Office,Customer Service,95,3,24,36,Saturday,14,108
Government Office,Loan Department,12,8,18,56,Monday,13,57
Government Office,Cardiology,6,11,4,8,Saturday,14,7
Government Office,Cardiology,49,13,14,38,Monday,16,45
Hospital,Cardiology,102,13,4,27,Saturday,12,51
Hospital,Cardiology,97,12,4,56,Saturday,13,60
Bank,General,110,2,2,49,Friday,8,72
Government Office,Emergency,39,10,7,36,Thursday,8,17
Government Office,Loan Department,52,11,4,21,Saturday,14,25
Hospital,Customer Service,8,7,13,9,Saturday,17,14
Government Office,Customer Service,116,5,3,37,Friday,9,73
Bank,Customer Service,46,12,18,8,Friday,19,27
Government Office,Customer Service,66,10,14,15,Monday,11,42
Bank,Emergency,104,6,7,17,Thursday,18,61
Bank,Customer Service,105,12,0,46,Friday,17,36
Government Office,Emergency,105,3,18,24,Monday,20,91
Government Office,Cardiology,117,14,11,49,Thursday,12,94
Hospital,Cardiology,82,5,21,34,Wednesday,12,93
Government Office,Cardiology,85,3,9,11,Friday,14,67
Government Office,Cardiology,32,12,21,35,Thursday,18,41
Bank,General,74,12,3,34,Wednesday,15,52
Hospital,Emergency,21,2,5,40,Wednesday,18,19
Government Office,Loan Department,84,1,9,11,Wednesday,18,53
Bank,General,80,1,12,16,Friday,17,61
Government Office,Cardiology,94,14,17,30,Tuesday,10,61
Hospital,Cardiology,73,4,5,54,Thursday,20,50
Hospital,Loan Department,81,11,2,53,Friday,8,40
Bank,Customer Service,29,10,15,25,Monday,9,24
Bank,Customer Service,48,3,14,20,Saturday,15,57
Government Office,General,24,2,21,16,Thursday,19,42
Hospital,Emergency,90,4,13,38,Wednesday,18,74
Hospital,Loan Department,114,6,11,43,Thursday,20,74
Government Office,Loan Department,47,8,18,35,Thursday,20,62
Hospital,Loan Department,86,10,20,46,Saturday,9,72
Bank,General,104,3,13,18,Monday,13,79
Bank,Customer Service,33,1,17,54,Friday,9,65
Bank,Emergency,75,11,13,46,Friday,11,53
Hospital,Customer Service,108,3,7,33,Monday,10,70
Bank,Loan Department,23,12,4,52,Monday,16,26
Bank,Loan Department,29,13,5,52,Thursday,17,17
Bank,Cardiology,59,1,19,46,Saturday,9,84
Bank,General,15,4,14,57,Saturday,20,53
Bank,Cardiology,91,11,17,52,Thursday,8,69
Government Office,Cardiology,19,13,10,49,Saturday,18,21
Government Office,Customer Service,15,1,0,15,Thursday,13,19
Bank,Customer Service,12,3,24,8,Wednesday,14,63
Government Office,General,86,1,13,40,Monday,8,80
Bank,General,82,7,11,26,Friday,17,49
Bank,Cardiology,40,12,12,36,Wednesday,18,22
Bank,Cardiology,11,11,10,21,Saturday,15,25
Bank,Loan Department,21,8,18,9,Friday,13,50
Hospital,Cardiology,87,14,9,35,Monday,14,59
Hospital,Emergency,14,11,2,17,Wednesday,14,5
Bank,Emergency,40,3,14,8,Monday,9,44
Government Office,Loan Department,32,14,4,48,Wednesday,13,23
Bank,General,39,7,11,19,Tuesday,14,42
Bank,Emergency,33,6,2,32,Monday,15,34
Bank,Customer Service,45,8,15,58,Tuesday,12,61
Bank,Loan Department,93,10,9,10,Thursday,18,44
Government Office,General,112,4,4,38,Friday,16,60
Government Office,Emergency,80,2,16,6,Saturday,9,73
Bank,Customer Service,74,13,22,43,Monday,11,60
Bank,Emergency,50,11,11,23,Wednesday,12,48
Hospital,Customer Service,92,10,6,34,Wednesday,8,45
Bank,Loan Department,92,7,0,14,Monday,16,50
Government Office,Emergency,106,10,14,19,Tuesday,20,58
Hospital,Customer Service,93,4,16,58,Saturday,11,82
Bank,General,94,3,4,52,Saturday,11,57
Bank,Customer Service,50,8,5,41,Thursday,15,41
Government Office,Customer Service,117,2,10,40,Thursday,12,96
Bank,Loan Department,64,1,24,51,Saturday,15,105
Government Office,Emergency,48,7,21,51,Monday,11,66
Bank,Emergency,31,5,12,59,Wednesday,14,63
Hospital,Emergency,79,11,9,37,Saturday,8,39
Bank,Loan Department,11,2,6,11,Thursday,8,24
Government Office,General,104,7,6,24,Monday,16,73
Hospital,Cardiology,117,11,24,31,Thursday,12,101
Bank,Loan Department,95,8,4,46,Saturday,17,48
Hospital,General,36,8,5,14,Wednesday,17,16
Bank,Emergency,71,7,1,11,Wednesday,11,20
Hospital,Cardiology,85,8,8,13,Thursday,20,42
Hospital,Cardiology,116,4,6,21,Saturday,15,77
Government Office,Loan Department,5,1,2,49,Thursday,15,38
Government Office,Emergency,116,8,6,25,Tuesday,15,65
Bank,Loan Department,31,2,9,9,Monday,19,32
Bank,General,72,13,16,25,Friday,18,40
Hospital,Emergency,112,5,22,38,Saturday,16,112
Hospital,General,68,7,6,57,Wednesday,14,54
Hospital,Customer Service,48,13,13,41,Tuesday,16,45
Government Office,Cardiology,96,3,3,53,Monday,18,66
Government Office,Emergency,54,2,8,41,Monday,19,54
Hospital,Emergency,117,13,5,26,Wednesday,12,65
Bank,Customer Service,45,10,20,54,Tuesday,19,56
Bank,Cardiology,87,4,15,11,Friday,8,60
Hospital,Customer Service,12,8,16,16,Saturday,17,25
Hospital,Emergency,61,2,11,31,Tuesday,19,47
Hospital,Emergency,17,5,3,5,Saturday,17,7
Government Office,Customer Service,39,14,16,12,Wednesday,8,23
Government Office,General,8,13,13,15,Monday,13,12
Bank,Loan Department,63,13,3,6,Friday,20,26
Hospital,Customer Service,9,12,20,56,Monday,10,31
